5.00E-07	0.2	0	0	0
5.01E-07	0.2	0	0	0
5.03E-07	0.2	0	0	0
5.05E-07	0.2	0	0	0
5.06E-07	0.2	0	0	0
5.08E-07	0.2	0	0	0
5.09E-07	0.2	0	0	0
5.11E-07	0.2	0	0	0
5.12E-07	0.2	0	0	0
5.14E-07	0.2	0	0	0
5.15E-07	0.2	0	0	0
5.17E-07	0.2	0	0	0
5.18E-07	0.2	0	0	0
5.20E-07	0.2	0	0	0
5.21E-07	0.2	0	0	0
5.23E-07	0.2	0	0	0
5.25E-07	0.2	0	0	0
5.26E-07	0.2	0	0	0
5.28E-07	0.2	0	0	0
5.29E-07	0.2	0	0	0
5.31E-07	0.2	0	0	0
5.32E-07	0.2	0	0	0
5.34E-07	0.2	0	0	0
5.36E-07	0.2	0	0	0
5.37E-07	0.2	0	0	0
5.39E-07	0.2	0	0	0
5.40E-07	0.2	0	0	0
5.42E-07	0.2	0	0	0
5.44E-07	0.2	0	0	0
5.45E-07	0.2	0	0	0
5.47E-07	0.2	0	0	0
5.49E-07	0.2	0	0	0
5.50E-07	0.2	0	0	0
5.52E-07	0.2	0	0	0
5.54E-07	0.2	0	0	0
5.55E-07	0.2	0	0	0
5.57E-07	0.2	0	0	0
5.59E-07	0.2	0	0	0
5.60E-07	0.2	0	0	0
5.62E-07	0.2	0	0	0
5.64E-07	0.199	0.001	0	0
5.65E-07	0.199	0.001	0	0
5.67E-07	0.199	0.001	0	0
5.69E-07	0.199	0.001	0	0
5.70E-07	0.199	0.001	0	0
5.72E-07	0.199	0.001	0	0
5.74E-07	0.199	0.001	0	0
5.76E-07	0.199	0.001	0	0
5.77E-07	0.199	0.001	0	0
5.79E-07	0.199	0.001	0	0
5.81E-07	0.199	0.001	0	0
5.83E-07	0.199	0.001	0	0
5.84E-07	0.199	0.001	0	0
5.86E-07	0.199	0.001	0	0
5.88E-07	0.199	0.001	0	0
5.90E-07	0.199	0.001	0	0
5.91E-07	0.199	0.001	0	0
5.93E-07	0.199	0.001	0	0
5.95E-07	0.199	0.001	0	0
5.97E-07	0.199	0.001	0	0
5.98E-07	0.199	0.001	0	0
6.00E-07	0.199	0.001	0	0
6.02E-07	0.199	0.001	0	0
6.04E-07	0.199	0.001	0	0
6.06E-07	0.199	0.001	0	0
6.07E-07	0.199	0.001	0	0
6.09E-07	0.199	0.001	0	0
6.11E-07	0.199	0.001	0	0
6.13E-07	0.199	0.001	0	0
6.15E-07	0.199	0.001	0	0
6.17E-07	0.199	0.001	0	0
6.18E-07	0.199	0.001	0	0
6.20E-07	0.199	0.001	0	0
6.22E-07	0.199	0.001	0	0
6.24E-07	0.199	0.001	0	0
6.26E-07	0.199	0.001	0	0
6.28E-07	0.199	0.001	0	0
6.30E-07	0.199	0.001	0	0
6.32E-07	0.199	0.001	0	0
6.33E-07	0.199	0.001	0	0
6.35E-07	0.199	0.001	0	0
6.37E-07	0.199	0.001	0	0
6.39E-07	0.199	0.001	0	0
6.41E-07	0.199	0.001	0	0
6.43E-07	0.199	0.001	0	0
6.45E-07	0.199	0.001	0	0
6.47E-07	0.199	0.001	0	0
6.49E-07	0.199	0.001	0	0
6.51E-07	0.199	0.001	0	0
6.53E-07	0.199	0.001	0	0
6.55E-07	0.199	0.001	0	0
6.57E-07	0.199	0.001	0	0
6.59E-07	0.199	0.001	0	0
6.61E-07	0.199	0.001	0	0
6.63E-07	0.199	0.001	0	0
6.65E-07	0.199	0.001	0	0
6.67E-07	0.199	0.001	0	0
6.69E-07	0.199	0.001	0	0
6.71E-07	0.199	0.001	0	0
6.73E-07	0.199	0.001	0	0
6.75E-07	0.199	0.001	0	0
6.77E-07	0.199	0.001	0	0
6.79E-07	0.199	0.001	0	0
6.81E-07	0.199	0.001	0	0
6.83E-07	0.199	0.001	0	0
6.85E-07	0.199	0.001	0	0
6.87E-07	0.199	0.001	0	0
6.89E-07	0.198	0.002	0	0
6.91E-07	0.198	0.002	0	0
6.93E-07	0.198	0.002	0	0
6.95E-07	0.198	0.002	0	0
6.97E-07	0.198	0.002	0	0
6.99E-07	0.198	0.002	0	0
7.01E-07	0.198	0.002	0	0
7.04E-07	0.198	0.002	0	0
7.06E-07	0.198	0.002	0	0
7.08E-07	0.198	0.002	0	0
7.10E-07	0.198	0.002	0	0
7.12E-07	0.198	0.002	0	0
7.14E-07	0.198	0.002	0	0
7.16E-07	0.198	0.002	0	0
7.18E-07	0.198	0.002	0	0
7.21E-07	0.198	0.002	0	0
7.23E-07	0.198	0.002	0	0
7.25E-07	0.198	0.002	0	0
7.27E-07	0.198	0.002	0	0
7.29E-07	0.198	0.002	0	0
